"Sample.Size","0.1","0.2","0.3","0.4","0.5","0.6","0.7","0.8","0.9","1"
2,0.4385,0.1598,0.0872,0.0624,0.0519,0.0428,0.042,0.0393,0.0392,0.0369
3,0.5508,0.2174,0.1131,0.074,0.0546,0.0471,0.0408,0.0347,0.0353,0.0322
4,0.6067,0.2801,0.1466,0.0849,0.0624,0.0495,0.0417,0.0384,0.0356,0.0362
5,0.6436,0.3437,0.174,0.105,0.0745,0.0591,0.0469,0.0457,0.04,0.0342
6,0.6778,0.383,0.2019,0.1238,0.0859,0.0679,0.0487,0.0454,0.0396,0.0382
7,0.6947,0.4299,0.2354,0.1374,0.0937,0.0684,0.0575,0.0501,0.0435,0.0402
8,0.7148,0.472,0.2635,0.1603,0.1068,0.079,0.0636,0.0538,0.0426,0.0413
9,0.7286,0.4939,0.2919,0.1768,0.121,0.0883,0.072,0.056,0.0469,0.0424
10,0.7442,0.5186,0.3286,0.2007,0.1276,0.097,0.0757,0.0618,0.055,0.0471
11,0.7573,0.5506,0.3437,0.2072,0.1463,0.0988,0.0772,0.0672,0.0544,0.0541
12,0.7623,0.5575,0.3679,0.2245,0.1561,0.1119,0.0843,0.0708,0.058,0.0526
13,0.7787,0.5791,0.3864,0.2503,0.1602,0.1164,0.0905,0.0677,0.0635,0.0516
14,0.7943,0.591,0.4015,0.2696,0.1759,0.128,0.1025,0.0786,0.0655,0.0596
15,0.7917,0.5953,0.4198,0.2786,0.1893,0.1372,0.1005,0.0845,0.0642,0.0577
16,0.8087,0.6122,0.4411,0.2972,0.1935,0.1427,0.1132,0.0864,0.0676,0.0604
17,0.812,0.6252,0.4656,0.3061,0.2092,0.1562,0.1166,0.0903,0.0778,0.0645
18,0.8256,0.6353,0.485,0.3343,0.2134,0.1624,0.1192,0.0933,0.0784,0.0685
19,0.8294,0.6372,0.4846,0.3396,0.2312,0.1664,0.1294,0.0995,0.0793,0.0724
20,0.8434,0.6458,0.4939,0.3627,0.2421,0.1753,0.1332,0.101,0.0899,0.0752
21,0.8447,0.6615,0.5208,0.3595,0.2525,0.1899,0.1402,0.1091,0.0873,0.0761
22,0.8493,0.66,0.527,0.38,0.2627,0.1909,0.146,0.113,0.0917,0.0793
23,0.8516,0.6755,0.5368,0.3878,0.2769,0.1993,0.1555,0.1204,0.1055,0.0821
24,0.8701,0.6761,0.5496,0.3999,0.2854,0.2104,0.1539,0.1311,0.0995,0.0839
25,0.8693,0.6717,0.5495,0.4152,0.2997,0.211,0.1618,0.1252,0.1027,0.0893
26,0.8764,0.684,0.5594,0.4294,0.3119,0.2299,0.1697,0.1347,0.1083,0.091
27,0.8816,0.6817,0.5701,0.4407,0.3192,0.2298,0.1711,0.1371,0.1204,0.0912
28,0.8845,0.6914,0.5715,0.4457,0.3308,0.2405,0.1839,0.1446,0.117,0.103
29,0.889,0.7019,0.5796,0.4474,0.3291,0.2455,0.186,0.1435,0.1179,0.0976
30,0.8944,0.7022,0.5908,0.4676,0.3477,0.2596,0.1872,0.1561,0.1248,0.1063
